number,name,notice,count,measure,additive,allergen,cal,protein,fat,carbohydrates,salt
"18219","ごぼうの辛子和え","4℃以下で保存して下さい。 ","","(１食当たり)","","","32.6","1.778","1.793","2.494","0.36"
"18220","シェル和風炒め","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","25.8","0.742","0.700","3.891","0.11"
"18221","いんげんと大根煮物","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","18.2","0.623","0.089","4.124","0.34"
"18222","さばのみりん焼き","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","154.8","12.435","10.080","1.765","0.32"
"18223","たらの煮付け","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦、大豆","63.2","11.932","0.783","1.181","0.50"
"18224","もやし炒り卵（肉なし）","4℃以下で保存して下さい。 ","","(１食当たり)","","卵","22.2","1.581","1.238","1.233","0.36"
"18225","目玉焼き","4℃以下で保存して下さい。 ","","(１食当たり)","","卵","120.8","9.840","8.240","0.240","0.32"
"18226","豚肉と野菜の塩こしょう炒め","4℃以下で保存して下さい。 ","","(１食当たり)","","","196.6","6.685","14.910","7.825","1.49"
"18227","野菜コロッケ　副菜","4℃以下で保存して下さい。 ","","(１食当たり)","","","34.8","0.960","0.330","7.110","0.27"
"18228","チキンカツ　","4℃以下で保存して下さい。 ","","(１食当たり)","","","85.4","6.825","6.020","0.000","0.04"
"18229","大根とちくわの煮物","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","26.8","1.597","0.295","4.604","0.55"
"18230","いも煮","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","57.2","1.473","0.062","13.249","0.62"
"18231","かきあげ30g  2個","4℃以下で保存して下さい。 ","","(１食当たり)","","","115.2","1.836","3.942","4.068","0.17"
"18232","ソース焼きそば（肉なし）","4℃以下で保存して下さい。 ","","(１食当たり)","","卵、小麦","278.1","4.856","11.010","38.487","2.17"
"18233","チンゲン菜中華炒め(肉なし)","4℃以下で保存して下さい。 ","","(１食当たり)","","","46.1","2.590","3.308","1.654","0.37"
"18234","さつまいも煮物( 刻み昆布なし)","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","44.1","1.522","1.779","5.967","0.32"
"18235","かぼちゃコロッケ","4℃以下で保存して下さい。 ","","(１食当たり)","","乳成分・小麦","192.6","4.920","6.000","29.400","0.72"
"18236","ブロッコリーとしめじのバター炒め","4℃以下で保存して下さい。 ","","(１食当たり)","","乳成分","45.1","1.912","3.665","2.426","0.58"
"18237","鶏肉甘煮","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","175.1","15.636","6.842","12.888","2.34"
"18238","竹輪煮物","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","33.0","1.740","0.251","6.094","0.75"
"18239","かぼちゃ煮物","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","32.1","0.571","0.084","7.389","0.26"
"18240","中華丼(肉なし)","4℃以下で保存して下さい。 ","","(１食当たり)","","卵","58.6","2.402","1.599","8.189","0.51"
"18241","中華丼(卵なし)","4℃以下で保存して下さい。 ","","(１食当たり)","","","173.2","6.239","12.888","6.232","0.40"
"18242","中華丼(椎茸なし)","4℃以下で保存して下さい。 ","","(１食当たり)","","卵","173.8","6.570","12.845","5.654","0.44"
"18243","紅白煮物","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","14.6","0.316","0.007","3.569","0.19"
"18244","赤魚塩焼き","4℃以下で保存して下さい。 ","","(１食当たり)","","","63.0","10.320","2.040","0.060","0.70"
"18245","つきこんきんぴら（肉なし）","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","30.7","0.710","1.023","6.412","0.37"
"18246","白菜ごま和え","4℃以下で保存して下さい。 ","","(１食当たり)","","乳成分、小麦","25.9","0.826","1.370","2.842","0.36"
"18247","みそしる（人参）","4℃以下で保存して下さい。 ","","(１食当たり)","","","1.8","0.030","0.010","0.420","0.01"
"18248","じゃが芋コンソメ炒め","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","45.7","0.975","0.703","8.971","0.43"
"18249","キャベツの生姜焼き","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","31.2","1.129","0.090","6.865","1.27"
"18250","ペンネ和風炒め","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","31.2","0.947","0.734","4.869","0.15"
"18251","けんちん汁（具) 椎茸なし","4℃以下で保存して下さい。 ","","(１食当たり)","","","9.5","0.223","0.032","2.281","0.01"
"18252","さつまあげときゃべつ炒め物","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","106.9","8.240","2.297","13.817","1.83"
"18253","赤丸スライス","4℃以下で保存して下さい。 ","","(１食当たり)","","大豆","9.6","0.669","0.271","1.123","0.74"
"18256","冬瓜煮物","4℃以下で保存して下さい。 ","","(１食当たり)","","","49.5","4.100","2.150","4.050","0.55"
"18257","玉ねぎ煮物","4℃以下で保存して下さい。 ","","(１食当たり)","","","34.7","1.618","2.177","2.745","0.39"
"18258","白菜の好き煮","4℃以下で保存して下さい。 ","","(１食当たり)","","","181.9","13.214","10.295","6.137","1.05"
"18259","パイン缶詰","4℃以下で保存して下さい。 ","","(１食当たり)","","","26.9","0.128","0.032","6.496","0.00"
"18260","かぶの甘辛炒め","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","68.8","1.460","1.162","13.991","1.04"
"18261","切干大根の煮物","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","40.0","1.450","1.079","6.474","0.47"
"18262","じゃがいも中華炒め","4℃以下で保存して下さい。 ","","(１食当たり)","","","58.2","1.154","2.006","9.003","0.42"
"18263","塩コショウ炒め","4℃以下で保存して下さい。 ","","(１食当たり)","","","36.3","1.546","0.267","8.466","0.97"
"18264","和風スパゲティー","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","59.1","2.072","1.040","9.790","0.86"
"18265","ビーフシチュー（肉なし）","4℃以下で保存して下さい。 ","","(１食当たり)","","乳成分、小麦","295.5","8.623","19.438","20.098","1.06"
"18266","小松菜ソテー","4℃以下で保存して下さい。 ","","(１食当たり)","","","33.6","1.948","2.418","1.465","0.37"
"18267","からし菜の辛子和え","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","32.2","2.275","0.132","6.591","0.39"
"18268","ブロッコリーとコーン","4℃以下で保存して下さい。 ","","(１食当たり)","","","14.7","1.405","0.219","2.518","0.00"
"18269","みそ汁（人参・ほうれん草）","4℃以下で保存して下さい。 ","","(１食当たり)","","","3.3","0.243","0.021","0.688","0.02"
"18270","豆腐の野菜あんかけ","4℃以下で保存して下さい。 ","","(１食当たり)","保存料(アルコール)","小麦","104.2","6.005","3.179","12.683","1.39"
"18271","治部煮","4℃以下で保存して下さい。 ","","(１食当たり)","保存料(アルコール)","小麦","25.2","0.653","0.044","6.305","0.57"
"18272","みそ汁（やきふ）","4℃以下で保存して下さい。 ","","(１食当たり)","","","7.7","0.604","0.000","1.084","0.01"
"18273","みそしる（人参）","4℃以下で保存して下さい。 ","","(１食当たり)","","","1.8","0.030","0.010","0.420","0.01"
"18274","照り焼きハンバーグ","4℃以下で保存して下さい。 ","","(１食当たり)","保存料(アルコール)、pH調整剤　調味料(アミノ酸等)　酵素","小麦","153.4","30.538","8.240","11.342","1.14"
"18275","キャベツ人参和風スパゲティ","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","48.9","1.487","0.742","8.713","0.32"
"18276","水菜と大根煮物","4℃以下で保存して下さい。 ","","(１食当たり)","保存料(アルコール)、還元澱粉分解物","乳成分、小麦","22.1","1.168","0.044","4.981","0.54"
"18277","きんぴら（れんこん）","4℃以下で保存して下さい。 ","","(１食当たり)","保存料(アルコール)、食肉用品質改良剤製剤(酵素)","小麦","52.0","0.971","1.228","9.966","0.23"
"18278","ひじきの五目煮(肉あり)","4℃以下で保存して下さい。 ","","(１食当たり)","保存料(アルコール)","小麦","55.0","2.226","3.844","3.318","0.50"
"18279","ひじきの五目煮(肉なし)","4℃以下で保存して下さい。 ","","(１食当たり)","保存料(アルコール)","小麦","50.2","1.978","3.374","3.570","0.50"
"18280","はんぺんと小松菜煮物","4℃以下で保存して下さい。 ","","(１食当たり)","保存料(アルコール)","卵、小麦","26.8","2.156","0.181","4.521","0.65"
"18281","つきこんの白和え","4℃以下で保存して下さい。 ","","(１食当たり)","保存料(アルコール)","小麦","54.9","2.906","2.712","4.844","0.43"
"18282","大根の煮物","4℃以下で保存して下さい。 ","","(１食当たり)","保存料(アルコール)","小麦","33.7","0.892","1.301","4.698","0.49"
"18283","五目ちらし(椎茸なし)","4℃以下で保存して下さい。 ","","(１食当たり)","保存料(アルコール)","小麦","44.1","2.504","0.625","7.339","1.01"
"18284","大根のカツオ節和え","4℃以下で保存して下さい。 ","","(１食当たり)","保存料(アルコール)、還元澱粉分解物","小麦","12.1","0.311","0.003","2.861","0.17"
"18285","春雨コンソメ炒め(肉なし)","4℃以下で保存して下さい。 ","","(１食当たり)","pH調整剤　調味料(アミノ酸等)　酵素","小麦","43.4","0.145","1.668","6.882","0.38"
"18286","みそ汁（白菜・水菜）","4℃以下で保存して下さい。 ","","(１食当たり)","","","4.6","0.386","0.027","0.992","0.01"
"18287","白菜のたまごとじ","4℃以下で保存して下さい。 ","","(１食当たり)","保存料(アルコール)","卵、小麦","77.8","4.103","2.242","10.615","0.96"
"18288","かぼちゃの煮物","4℃以下で保存して下さい。 ","","(１食当たり)","保存料(アルコール)","小麦","55.6","1.028","0.138","12.798","0.62"
"18289","みそ汁具（小松菜、にんじん）","4℃以下で保存して下さい。 ","","(１食当たり)","","","3.8","0.238","0.023","0.810","0.01"
"18290","白菜のすき煮","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","48.7","1.492","0.132","11.486","0.87"
"18291","キャベツの温サラダ","4℃以下で保存して下さい。 ","","(１食当たり)","","","11.8","0.471","0.123","2.625","0.22"
"18292","白身魚のみりん焼き","4℃以下で保存して下さい。 ","","(１食当たり)","保存料(アルコール)、pH調整剤　調味料(アミノ酸等)　酵素","小麦","21.9","0.299","0.000","5.207","0.58"
"18293","三色丼（人参）","4℃以下で保存して下さい。 ","","(１食当たり)","","","10.8","0.180","0.060","2.520","0.03"
"18294","ごま和え（春菊）","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦、ごま","38.4","1.954","2.420","3.169","0.19"
"18295","和風煮物(肉なし)","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","39.6","1.123","0.470","8.037","0.43"
"18296","なすの揚げびたし","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","49.1","0.939","2.901","5.417","0.44"
"18297","コンソメ具（パプリカ・たまねぎ）","4℃以下で保存して下さい。 ","","(１食当たり)","","","7.7","0.216","0.044","1.852","0.00"
"18298","さつまいも甘煮(1個)","4℃以下で保存して下さい。 ","","(１食当たり)","","","45.0","0.300","0.050","10.954","0.00"
"18299","みそ汁（水菜・人参）","4℃以下で保存して下さい。 ","","(１食当たり)","","","6.0","0.236","0.032","1.354","0.04"
"18300","なすの南蛮炒め","4℃以下で保存して下さい。 ","","(１食当たり)","","","35.7","0.651","2.056","4.082","0.09"
"18301","ブロッコリーピーナツ和え","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦、落花生","24.1","1.707","1.239","2.409","0.30"
"18302","たけのこ土佐煮","4℃以下で保存して下さい。 ","","(１食当たり)","pH調整剤　乳化剤　酸味料","小麦","23.8","1.993","0.108","4.562","0.49"
"18303","白菜と里芋の煮物","4℃以下で保存して下さい。 ","","(１食当たり)","保存料(アルコール)","小麦","62.0","1.954","0.124","14.195","1.12"
"18304","和風スパゲティー","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","41.4","1.488","0.692","7.018","0.55"
